t_ms,rate_hz
0.0,0.0
0.1,64.0
0.2,70.4
0.30000000000000004,86.4
0.4,102.4
0.5,115.2
0.6000000000000001,89.6
0.7,105.6
0.8,118.4
0.9,137.6
1.0,73.6
1.1,105.6
1.2000000000000002,105.6
1.3,134.4
1.4,118.4
1.5,83.2
1.6,118.4
1.7000000000000002,44.8
1.8,12.8
1.9,28.8
2.0,9.6
2.1,19.2
2.2,9.6
2.3,25.6
2.4000000000000004,70.4
2.5,38.4
2.6,25.6
2.7,57.6
2.8,54.4
2.9000000000000004,16.0
3.0,0.0
3.1,12.8
3.2,3.2
3.3,0.0
3.4000000000000004,0.0
3.5,9.6
3.6,0.0
3.7,3.2
3.8,0.0
3.9000000000000004,6.4
4.0,28.8
4.1000000000000005,19.2
4.2,22.4
4.3,41.6
4.4,0.0
4.5,0.0
4.6,3.2
4.7,3.2
4.800000000000001,3.2
4.8999999999999995,0.0
5.0,3.2
5.1000000000000005,3.2
5.2,3.2
5.3,3.2
5.4,3.2
5.5,3.2
5.6,19.2
5.7,6.4
5.800000000000001,35.2
5.8999999999999995,16.0
6.0,0.0
6.1000000000000005,3.2
6.2,3.2
6.3,9.6
6.4,3.2
6.5,22.4
6.6,12.8
6.7,3.2
6.800000000000001,9.6
6.9,12.8
7.0,25.6
7.1000000000000005,25.6
7.2,3.2
7.3,3.2
7.4,25.6
7.5,12.8
7.6,16.0
7.7,22.4
7.800000000000001,9.6
7.9,9.6
8.0,9.6
8.1,3.2
8.200000000000001,12.8
8.3,6.4
8.4,6.4
8.5,32.0
8.6,41.6
8.700000000000001,64.0
8.8,12.8
8.9,32.0
9.0,60.8
9.1,112.0
9.2,163.2
9.3,147.2
9.4,35.2
9.5,9.6
9.600000000000001,67.2
9.7,41.6
9.799999999999999,38.4
9.9,44.8
10.0,80.0
10.100000000000001,128.0
10.200000000000001,28.8
10.3,28.8
10.4,16.0
10.5,41.6
10.6,166.4
10.700000000000001,246.4
10.8,416.0
10.9,108.8
11.0,38.4
11.1,44.8
11.2,92.8
11.3,57.6
11.4,44.8
11.5,6.4
11.600000000000001,0.0
11.7,3.2
11.799999999999999,0.0
11.9,0.0
12.0,0.0
12.100000000000001,19.2
12.200000000000001,12.8
12.3,0.0
12.4,0.0
12.5,3.2
12.6,3.2
12.700000000000001,16.0
12.8,3.2
12.9,3.2
13.0,9.6
13.1,0.0
13.2,0.0
13.3,0.0
13.4,3.2
13.5,6.4
13.600000000000001,0.0
13.7,3.2
13.8,6.4
13.9,0.0
14.0,0.0
14.100000000000001,3.2
14.200000000000001,3.2
14.3,9.6
14.4,3.2
14.5,3.2
14.6,16.0
14.700000000000001,0.0
14.8,6.4
14.9,3.2
15.0,12.8
15.1,6.4
15.2,3.2
15.3,9.6
15.4,3.2
15.5,9.6
15.600000000000001,6.4
15.700000000000001,16.0
15.8,28.8
15.9,6.4
16.0,38.4
16.099999999999998,22.4
16.2,41.6
16.3,22.4
16.400000000000002,35.2
