t_ms,rate_hz
0.0,0.0
0.1,58.666666666666664
0.2,48.0
0.30000000000000004,128.0
0.4,90.66666666666667
0.5,106.66666666666667
0.6000000000000001,80.0
0.7,117.33333333333333
0.8,101.33333333333333
0.9,101.33333333333333
1.0,112.0
1.1,117.33333333333333
1.2000000000000002,138.66666666666666
1.3,90.66666666666667
1.4,112.0
1.5,122.66666666666667
1.6,160.0
1.7000000000000002,138.66666666666666
1.8,133.33333333333334
1.9,160.0
2.0,101.33333333333333
2.1,96.0
2.2,112.0
2.3,181.33333333333334
2.4000000000000004,122.66666666666667
2.5,53.333333333333336
2.6,149.33333333333334
2.7,90.66666666666667
2.8,112.0
2.9000000000000004,96.0
3.0,85.33333333333333
3.1,80.0
3.2,69.33333333333333
3.3,90.66666666666667
3.4000000000000004,128.0
3.5,176.0
3.6,90.66666666666667
3.7,176.0
3.8,149.33333333333334
3.9000000000000004,149.33333333333334
4.0,48.0
4.1000000000000005,26.666666666666668
4.2,96.0
4.3,165.33333333333334
4.4,80.0
4.5,80.0
4.6,74.66666666666667
4.7,64.0
4.800000000000001,96.0
4.8999999999999995,80.0
5.0,122.66666666666667
5.1000000000000005,101.33333333333333
5.2,53.333333333333336
5.3,106.66666666666667
5.4,42.666666666666664
5.5,74.66666666666667
5.6,10.666666666666666
5.7,16.0
5.800000000000001,26.666666666666668
5.8999999999999995,37.333333333333336
6.0,96.0
6.1000000000000005,80.0
6.2,32.0
6.3,21.333333333333332
6.4,96.0
6.5,48.0
6.6,106.66666666666667
6.7,101.33333333333333
6.800000000000001,85.33333333333333
6.9,85.33333333333333
7.0,69.33333333333333
7.1000000000000005,74.66666666666667
7.2,32.0
7.3,32.0
7.4,53.333333333333336
7.5,96.0
7.6,90.66666666666667
7.7,21.333333333333332
7.800000000000001,48.0
7.9,32.0
8.0,42.666666666666664
8.1,42.666666666666664
8.200000000000001,122.66666666666667
8.3,112.0
8.4,85.33333333333333
8.5,90.66666666666667
8.6,37.333333333333336
8.700000000000001,85.33333333333333
8.8,53.333333333333336
8.9,37.333333333333336
9.0,64.0
9.1,42.666666666666664
9.2,69.33333333333333
9.3,16.0
9.4,26.666666666666668
9.5,58.666666666666664
9.600000000000001,106.66666666666667
9.7,53.333333333333336
9.799999999999999,90.66666666666667
9.9,133.33333333333334
10.0,112.0
10.100000000000001,106.66666666666667
10.200000000000001,74.66666666666667
10.3,80.0
10.4,90.66666666666667
10.5,80.0
10.6,149.33333333333334
10.700000000000001,74.66666666666667
10.8,117.33333333333333
10.9,53.333333333333336
11.0,53.333333333333336
11.1,53.333333333333336
11.2,101.33333333333333
11.3,90.66666666666667
11.4,69.33333333333333
11.5,90.66666666666667
11.600000000000001,133.33333333333334
11.7,69.33333333333333
11.799999999999999,74.66666666666667
11.9,85.33333333333333
12.0,58.666666666666664
12.100000000000001,96.0
12.200000000000001,64.0
12.3,80.0
12.4,69.33333333333333
12.5,80.0
12.6,58.666666666666664
12.700000000000001,74.66666666666667
12.8,128.0
12.9,64.0
13.0,128.0
13.1,106.66666666666667
13.2,90.66666666666667
13.3,58.666666666666664
13.4,53.333333333333336
13.5,69.33333333333333
13.600000000000001,101.33333333333333
13.7,85.33333333333333
13.8,122.66666666666667
13.9,53.333333333333336
14.0,90.66666666666667
14.100000000000001,74.66666666666667
14.200000000000001,112.0
14.3,101.33333333333333
14.4,101.33333333333333
14.5,48.0
14.6,101.33333333333333
14.700000000000001,96.0
14.8,224.0
14.9,80.0
15.0,26.666666666666668
15.1,122.66666666666667
15.2,165.33333333333334
15.3,53.333333333333336
15.4,133.33333333333334
15.5,90.66666666666667
15.600000000000001,74.66666666666667
15.700000000000001,58.666666666666664
15.8,80.0
15.9,37.333333333333336
16.0,74.66666666666667
16.099999999999998,80.0
16.2,80.0
16.3,74.66666666666667
16.400000000000002,85.33333333333333
16.5,26.666666666666668
16.6,32.0
16.7,37.333333333333336
16.8,85.33333333333333
16.900000000000002,74.66666666666667
17.0,42.666666666666664
17.1,64.0
17.2,53.333333333333336
17.3,58.666666666666664
17.400000000000002,74.66666666666667
17.5,48.0
17.6,90.66666666666667
17.7,85.33333333333333
17.8,48.0
17.9,53.333333333333336
18.0,48.0
18.1,26.666666666666668
18.2,69.33333333333333
18.3,69.33333333333333
18.4,48.0
18.500000000000004,90.66666666666667
18.6,58.666666666666664
18.7,37.333333333333336
18.8,42.666666666666664
18.9,16.0
19.0,64.0
19.1,32.0
19.200000000000003,53.333333333333336
19.3,106.66666666666667
19.4,58.666666666666664
19.5,96.0
19.599999999999998,64.0
19.700000000000003,74.66666666666667
19.8,112.0
19.900000000000002,74.66666666666667
20.0,85.33333333333333
20.099999999999998,112.0
20.200000000000003,42.666666666666664
20.3,96.0
20.400000000000002,74.66666666666667
20.5,64.0
20.6,117.33333333333333
20.7,96.0
20.8,90.66666666666667
20.900000000000002,117.33333333333333
21.0,26.666666666666668
21.1,112.0
21.2,26.666666666666668
21.3,48.0
21.400000000000002,106.66666666666667
21.5,106.66666666666667
21.6,149.33333333333334
21.7,64.0
21.8,69.33333333333333
21.9,117.33333333333333
22.0,122.66666666666667
22.1,42.666666666666664
22.2,26.666666666666668
22.3,42.666666666666664
22.4,58.666666666666664
22.500000000000004,48.0
22.6,10.666666666666666
22.7,85.33333333333333
